39, Adm-clerical, Male, <=50K
45, Exec-managerial, Male, >50K
22, Craft-repair, Female, <=50K
47, Prof-specialty, Female, >50K
24, Sales, Male, <=50K
19, Sales, Female, <=50K
40, Craft-repair, Female, <=50K
40, Tech-support, Female, >50K
54, Sales, Male, >50K
43, Prof-specialty, Male, >50K
63, Transport-moving, Male, <=50K
18, Other-service, Female, <=50K
19, Machine-op-inspct, Male, <=50K
49, Exec-managerial, Male, <=50K
27, Exec-managerial, Male, >50K
49, Exec-managerial, Female, <=50K
60, Craft-repair, Male, <=50K
71, ?, Male, <=50K
34, Transport-moving, Male, <=50K
29, Prof-specialty, Female, >50K
30, Sales, Male, <=50K
46, Handlers-cleaners, Male, <=50K
32, Craft-repair, Male, <=50K
25, Craft-repair, Male, <=50K
25, Prof-specialty, Male, <=50K
22, Other-service, Female, >50K
32, Transport-moving, Male, <=50K
40, Prof-specialty, Female, >50K
51, Prof-specialty, Male, >50K
20, Craft-repair, Male, <=50K
34, Exec-managerial, Female, <=50K
40, Exec-managerial, Male, <=50K
34, Adm-clerical, Female, <=50K
19, Handlers-cleaners, Male, <=50K
53, Craft-repair, Male, <=50K
42, Adm-clerical, Male, >50K
38, Exec-managerial, Male, >50K
41, Craft-repair, Male, >50K
64, ?, Male, <=50K
30, Prof-specialty, Male, <=50K
20, Farming-fishing, Male, <=50K
19, Other-service, Female, <=50K
20, Sales, Male, <=50K
35, Exec-managerial, Male, <=50K
33, Craft-repair, Male, <=50K
43, Exec-managerial, Male, >50K
38, Exec-managerial, Female, <=50K
50, Exec-managerial, Female, <=50K
23, Other-service, Female, <=50K
30, Adm-clerical, Female, <=50K
33, Exec-managerial, Female, <=50K
48, Machine-op-inspct, Male, <=50K
43, Prof-specialty, Female, <=50K
33, Tech-support, Male, <=50K
50, Exec-managerial, Male, >50K
23, Adm-clerical, Male, >50K
36, Handlers-cleaners, Male, <=50K
50, Adm-clerical, Female, <=50K
26, Sales, Female, <=50K
55, Prof-specialty, Female, <=50K
37, Farming-fishing, Male, <=50K
43, Machine-op-inspct, Male, <=50K
38, Transport-moving, Male, <=50K
42, Handlers-cleaners, Male, <=50K
47, Transport-moving, Male, <=50K
44, Exec-managerial, Male, <=50K
28, Craft-repair, Male, <=50K
51, Adm-clerical, Female, <=50K
51, Craft-repair, Male, <=50K
49, Exec-managerial, Male, <=50K
62, Prof-specialty, Male, >50K
31, Adm-clerical, Female, <=50K
29, Handlers-cleaners, Female, <=50K
23, Farming-fishing, Male, <=50K
40, Sales, Female, <=50K
66, Exec-managerial, Male, <=50K
17, Other-service, Female, <=50K
37, Craft-repair, Male, >50K
69, Prof-specialty, Male, <=50K
23, Adm-clerical, Female, <=50K
38, Exec-managerial, Male, >50K
37, Craft-repair, Male, <=50K
38, Sales, Female, <=50K
38, Farming-fishing, Male, <=50K
37, Prof-specialty, Female, <=50K
37, Exec-managerial, Male, >50K
23, Farming-fishing, Male, <=50K
17, Other-service, Female, <=50K
48, Prof-specialty, Male, <=50K
17, Adm-clerical, Female, <=50K
55, Exec-managerial, Male, >50K
35, Exec-managerial, Male, >50K
68, ?, Female, >50K
35, Craft-repair, Male, <=50K
53, Exec-managerial, Male, >50K
43, Machine-op-inspct, Male, <=50K
36, Prof-specialty, Male, <=50K
24, Other-service, Female, <=50K
45, Transport-moving, Male, <=50K
34, Adm-clerical, Female, <=50K
56, Adm-clerical, Female, <=50K
36, Craft-repair, Male, >50K
22, Prof-specialty, Male, <=50K
19, ?, Male, <=50K
33, Other-service, Male, <=50K
48, Other-service, Female, <=50K
20, Other-service, Female, <=50K
64, Sales, Male, >50K
47, Craft-repair, Male, <=50K
20, Other-service, Female, <=50K
44, Exec-managerial, Female, <=50K
45, Farming-fishing, Male, <=50K
45, Transport-moving, Female, >50K
45, Prof-specialty, Male, >50K
27, Prof-specialty, Male, <=50K
41, Craft-repair, Male, >50K
20, Farming-fishing, Male, <=50K
54, Exec-managerial, Male, >50K
17, Other-service, Female, <=50K
50, Prof-specialty, Male, >50K
31, Tech-support, Male, <=50K
49, Craft-repair, Male, <=50K
44, Adm-clerical, Male, <=50K
49, Craft-repair, Male, <=50K
28, Prof-specialty, Male, <=50K
43, Tech-support, Male, >50K
33, Machine-op-inspct, Female, <=50K
35, Machine-op-inspct, Female, <=50K
17, Sales, Female, <=50K
25, Handlers-cleaners, Male, <=50K
41, Craft-repair, Female, <=50K
30, Tech-support, Male, <=50K
48, Other-service, Male, >50K
61, Adm-clerical, Male, <=50K
41, Craft-repair, Male, <=50K
36, Tech-support, Male, <=50K
24, Protective-serv, Male, <=50K
27, Adm-clerical, Male, <=50K
18, Prof-specialty, Female, <=50K
20, Prof-specialty, Female, <=50K
18, Other-service, Male, <=50K
23, Craft-repair, Male, <=50K
43, Prof-specialty, Male, >50K
38, Exec-managerial, Female, <=50K
36, Adm-clerical, Female, <=50K
28, Exec-managerial, Male, <=50K
47, Craft-repair, Male, <=50K
51, Exec-managerial, Male, >50K
35, Exec-managerial, Male, >50K
38, Protective-serv, Male, <=50K
47, Adm-clerical, Male, >50K
26, Craft-repair, Female, <=50K
31, Protective-serv, Male, >50K
46, Adm-clerical, Female, <=50K
49, Exec-managerial, Female, <=50K
19, Sales, Female, <=50K
45, Farming-fishing, Male, <=50K
46, Prof-specialty, Male, >50K
70, Tech-support, Male, <=50K
19, Adm-clerical, Female, <=50K
46, Craft-repair, Male, <=50K
20, Transport-moving, Male, <=50K
17, Other-service, Female, <=50K
43, Exec-managerial, Male, >50K
19, Other-service, Female, <=50K
37, Craft-repair, Male, <=50K
51, Prof-specialty, Female, <=50K
40, Prof-specialty, Male, >50K
24, Craft-repair, Male, <=50K
31, Prof-specialty, Male, <=50K
59, Prof-specialty, Male, >50K
27, Other-service, Female, <=50K
40, Prof-specialty, Male, >50K
30, Craft-repair, Male, <=50K
28, Adm-clerical, Male, <=50K
25, Craft-repair, Male, <=50K
22, Sales, Female, <=50K
21, Exec-managerial, Male, <=50K
67, ?, Male, <=50K
35, Exec-managerial, Female, >50K
54, Exec-managerial, Male, <=50K
36, Machine-op-inspct, Male, <=50K
29, Sales, Male, <=50K
32, Exec-managerial, Female, <=50K
55, Transport-moving, Male, <=50K
56, Adm-clerical, Female, <=50K
19, Other-service, Male, <=50K
36, Other-service, Female, <=50K
58, Adm-clerical, Female, >50K
35, Adm-clerical, Female, <=50K
44, Machine-op-inspct, Female, <=50K
40, Exec-managerial, Male, <=50K
18, Other-service, Female, <=50K
71, Farming-fishing, Male, <=50K
51, Exec-managerial, Male, >50K
27, ?, Male, <=50K
20, Other-service, Male, <=50K
33, ?, Female, <=50K
34, Tech-support, Female, <=50K
28, Other-service, Male, >50K
23, Adm-clerical, Female, <=50K
36, Craft-repair, Male, <=50K
42, Prof-specialty, Female, >50K
31, Craft-repair, Male, >50K
19, ?, Male, <=50K
38, Prof-specialty, Male, <=50K
22, Adm-clerical, Female, <=50K
36, Adm-clerical, Female, <=50K
36, Sales, Male, >50K
17, Handlers-cleaners, Male, <=50K
30, Adm-clerical, Female, <=50K
35, Craft-repair, Male, <=50K
32, Exec-managerial, Male, >50K
42, Exec-managerial, Male, >50K
54, Exec-managerial, Female, >50K
36, Sales, Male, >50K
58, Other-service, Male, <=50K
39, Other-service, Male, <=50K
62, Adm-clerical, Female, <=50K
51, Prof-specialty, Male, <=50K
52, Exec-managerial, Female, <=50K
25, Sales, Female, <=50K
26, Adm-clerical, Female, <=50K
26, Craft-repair, Male, <=50K
59, Exec-managerial, Female, <=50K
21, Farming-fishing, Male, <=50K
45, Tech-support, Male, >50K
26, Craft-repair, Male, <=50K
68, Farming-fishing, Male, <=50K
60, Other-service, Male, >50K
65, Sales, Male, <=50K
41, Exec-managerial, Female, <=50K
34, Transport-moving, Male, <=50K
28, Adm-clerical, Male, <=50K
40, Adm-clerical, Female, <=50K
57, Prof-specialty, Male, >50K
37, Craft-repair, Male, <=50K
34, Machine-op-inspct, Male, <=50K
21, ?, Female, <=50K
57, Tech-support, Male, >50K
55, Exec-managerial, Male, >50K
51, Farming-fishing, Male, <=50K
56, Adm-clerical, Male, >50K
32, Exec-managerial, Male, <=50K
18, Sales, Male, <=50K
48, Prof-specialty, Male, <=50K
46, Prof-specialty, Male, >50K
41, Prof-specialty, Male, >50K
33, Transport-moving, Male, <=50K
33, Handlers-cleaners, Male, <=50K
47, Machine-op-inspct, Male, <=50K
46, Exec-managerial, Female, >50K
40, Adm-clerical, Female, <=50K
42, Machine-op-inspct, Male, <=50K
31, Prof-specialty, Male, >50K
51, Handlers-cleaners, Male, <=50K
44, Adm-clerical, Female, <=50K
37, Tech-support, Female, <=50K
25, Machine-op-inspct, Female, <=50K
63, Farming-fishing, Male, >50K
52, Sales, Male, <=50K
42, Tech-support, Female, <=50K
28, Adm-clerical, Female, <=50K
30, Prof-specialty, Male, >50K
34, Sales, Male, <=50K
37, Exec-managerial, Female, >50K
31, Machine-op-inspct, Male, <=50K
35, Sales, Female, <=50K
25, Adm-clerical, Female, <=50K
38, Exec-managerial, Male, <=50K
43, Farming-fishing, Male, <=50K
22, Craft-repair, Female, <=50K
18, Other-service, Male, <=50K
26, Adm-clerical, Female, <=50K
36, Transport-moving, Male, >50K
43, Sales, Male, <=50K
21, Adm-clerical, Female, <=50K
62, Protective-serv, Female, <=50K
26, Craft-repair, Male, <=50K
54, Exec-managerial, Male, >50K
18, Sales, Female, <=50K
65, Sales, Male, <=50K
41, Craft-repair, Male, <=50K
31, Other-service, Female, <=50K
56, Sales, Female, <=50K
50, Exec-managerial, Male, >50K
22, Adm-clerical, Female, <=50K
36, Protective-serv, Male, <=50K
48, Prof-specialty, Male, >50K
30, Other-service, Female, <=50K
35, Tech-support, Male, <=50K
37, Transport-moving, Male, <=50K
32, ?, Male, <=50K
56, Exec-managerial, Female, <=50K
29, ?, Male, <=50K
41, Sales, Male, <=50K
38, Other-service, Male, <=50K
34, Machine-op-inspct, Female, <=50K
54, Other-service, Male, <=50K
36, ?, Male, <=50K
42, Prof-specialty, Female, <=50K
33, Farming-fishing, Male, <=50K
21, Prof-specialty, Female, <=50K
69, Transport-moving, Male, <=50K
32, Sales, Female, <=50K
50, Craft-repair, Male, <=50K
40, Other-service, Male, <=50K
45, Other-service, Female, <=50K
31, Adm-clerical, Male, <=50K
24, Prof-specialty, Female, <=50K
28, Prof-specialty, Male, >50K
21, Other-service, Female, <=50K
43, Exec-managerial, Male, <=50K
22, Sales, Female, <=50K
62, Craft-repair, Male, <=50K
21, Tech-support, Male, <=50K
37, Transport-moving, Male, <=50K
34, Other-service, Female, <=50K
74, Exec-managerial, Male, >50K
43, Machine-op-inspct, Female, <=50K
25, Prof-specialty, Female, <=50K
43, Handlers-cleaners, Male, <=50K
23, Other-service, Male, <=50K
33, Machine-op-inspct, Female, <=50K
51, Exec-managerial, Male, >50K
64, Sales, Female, <=50K
35, Exec-managerial, Male, <=50K
69, Farming-fishing, Male, <=50K
32, Exec-managerial, Male, >50K
20, Other-service, Female, <=50K
66, Transport-moving, Male, >50K
31, Craft-repair, Male, <=50K
22, Other-service, Female, <=50K
32, Prof-specialty, Male, <=50K
23, Sales, Female, <=50K
21, Adm-clerical, Male, <=50K
36, Other-service, Female, <=50K
62, Craft-repair, Male, <=50K
24, Handlers-cleaners, Male, <=50K
45, Transport-moving, Male, >50K
27, Handlers-cleaners, Male, <=50K
38, Prof-specialty, Male, >50K
20, ?, Female, <=50K
30, Machine-op-inspct, Male, <=50K
17, ?, Male, <=50K
17, ?, Male, <=50K
21, Farming-fishing, Male, <=50K
56, Sales, Male, <=50K
59, Prof-specialty, Female, >50K
37, Exec-managerial, Female, <=50K
52, Exec-managerial, Female, <=50K
50, Exec-managerial, Male, >50K
55, Exec-managerial, Male, >50K
55, Prof-specialty, Male, >50K
45, ?, Female, <=50K
72, Prof-specialty, Male, <=50K
39, Exec-managerial, Female, <=50K
28, Machine-op-inspct, Female, <=50K
38, Tech-support, Male, <=50K
44, Craft-repair, Male, <=50K
51, Sales, Male, <=50K
20, Other-service, Male, <=50K
25, Transport-moving, Female, <=50K
52, Sales, Female, >50K
45, Craft-repair, Female, <=50K
17, Adm-clerical, Female, <=50K
20, Other-service, Female, <=50K
64, Prof-specialty, Male, <=50K
34, Adm-clerical, Male, <=50K
74, Exec-managerial, Male, <=50K
58, Craft-repair, Female, >50K
44, Prof-specialty, Male, >50K
23, Adm-clerical, Female, <=50K
23, Handlers-cleaners, Male, <=50K
27, Tech-support, Female, <=50K
34, Sales, Male, >50K
18, Sales, Female, <=50K
33, Sales, Female, <=50K
50, Craft-repair, Male, <=50K
47, Sales, Male, <=50K
50, Prof-specialty, Male, >50K
18, Sales, Female, <=50K
49, Prof-specialty, Female, >50K
34, Handlers-cleaners, Male, <=50K
51, Prof-specialty, Male, >50K
56, Exec-managerial, Male, >50K
64, Adm-clerical, Female, <=50K
23, Farming-fishing, Female, <=50K
33, Transport-moving, Male, <=50K
43, Exec-managerial, Male, <=50K
60, Exec-managerial, Male, >50K
57, Other-service, Female, <=50K
22, Sales, Male, <=50K
23, Machine-op-inspct, Male, <=50K
54, Sales, Male, >50K
39, Adm-clerical, Male, >50K
32, Prof-specialty, Male, <=50K
20, Tech-support, Male, <=50K
30, Exec-managerial, Male, <=50K
56, Farming-fishing, Male, <=50K
34, Handlers-cleaners, Male, <=50K
32, Craft-repair, Male, <=50K
59, Prof-specialty, Male, >50K
19, Prof-specialty, Male, <=50K
60, ?, Female, <=50K
29, Handlers-cleaners, Male, <=50K
24, Craft-repair, Male, <=50K
41, Prof-specialty, Male, <=50K
23, Handlers-cleaners, Female, <=50K
32, Sales, Male, >50K
51, Sales, Male, <=50K
18, Sales, Male, <=50K
28, Exec-managerial, Female, <=50K
33, ?, Female, >50K
38, Transport-moving, Female, <=50K
29, Prof-specialty, Male, <=50K
25, Transport-moving, Male, <=50K
31, Tech-support, Male, <=50K
34, Adm-clerical, Female, <=50K
34, Exec-managerial, Male, >50K
66, Exec-managerial, Male, >50K
41, Handlers-cleaners, Male, <=50K
62, Prof-specialty, Male, <=50K
58, Craft-repair, Male, <=50K
40, Exec-managerial, Female, <=50K
24, Exec-managerial, Female, <=50K
47, Exec-managerial, Male, >50K
19, Other-service, Male, <=50K
32, Craft-repair, Male, <=50K
51, Adm-clerical, Female, <=50K
25, Transport-moving, Male, <=50K
60, ?, Male, <=50K
22, Transport-moving, Male, <=50K
29, Exec-managerial, Female, >50K
20, Sales, Male, <=50K
42, Craft-repair, Male, <=50K
18, Machine-op-inspct, Male, <=50K
23, Machine-op-inspct, Female, <=50K
28, Adm-clerical, Male, >50K
55, Prof-specialty, Female, >50K
40, Machine-op-inspct, Male, <=50K
52, Sales, Male, <=50K
37, Machine-op-inspct, Male, >50K
21, Sales, Female, <=50K
35, Other-service, Male, <=50K
45, Machine-op-inspct, Male, <=50K
39, Adm-clerical, Female, <=50K
54, Craft-repair, Male, <=50K
42, Sales, Female, <=50K
26, ?, Female, <=50K
59, Craft-repair, Male, <=50K
42, Sales, Female, >50K
22, Protective-serv, Female, <=50K
33, Prof-specialty, Female, <=50K
39, Machine-op-inspct, Male, >50K
18, Farming-fishing, Male, <=50K
46, Sales, Male, >50K
24, Other-service, Male, <=50K
28, Handlers-cleaners, Female, <=50K
21, Adm-clerical, Female, <=50K
22, Craft-repair, Male, <=50K
61, Handlers-cleaners, Male, >50K
56, Adm-clerical, Male, <=50K
21, Sales, Female, <=50K
17, Handlers-cleaners, Male, <=50K
29, Handlers-cleaners, Male, >50K
28, Protective-serv, Male, >50K
62, Adm-clerical, Female, <=50K
39, Machine-op-inspct, Male, <=50K
30, Protective-serv, Male, <=50K
20, ?, Male, <=50K
18, Adm-clerical, Male, <=50K
54, Handlers-cleaners, Male, <=50K
49, Transport-moving, Male, >50K
33, Prof-specialty, Male, <=50K
50, Sales, Male, >50K
57, Other-service, Male, <=50K
50, Adm-clerical, Female, <=50K
45, Exec-managerial, Male, >50K
41, Exec-managerial, Male, >50K
23, Machine-op-inspct, Male, <=50K
23, Sales, Female, <=50K
47, Adm-clerical, Female, <=50K
39, Exec-managerial, Male, <=50K
29, Machine-op-inspct, Male, >50K
46, Machine-op-inspct, Male, <=50K
18, Handlers-cleaners, Male, <=50K
68, Craft-repair, Male, <=50K
62, Tech-support, Male, >50K
43, Tech-support, Male, <=50K
35, Craft-repair, Male, <=50K
21, Adm-clerical, Female, <=50K
21, Handlers-cleaners, Male, <=50K
41, Craft-repair, Female, <=50K
61, Transport-moving, Male, <=50K
24, Craft-repair, Male, <=50K
21, Protective-serv, Male, <=50K
36, Other-service, Male, <=50K
37, Protective-serv, Female, <=50K
69, Transport-moving, Male, >50K
49, Exec-managerial, Female, <=50K
55, Farming-fishing, Male, >50K
21, Machine-op-inspct, Male, <=50K
18, Other-service, Male, <=50K
26, Prof-specialty, Male, <=50K
20, ?, Female, <=50K
46, Farming-fishing, Male, <=50K
23, Craft-repair, Male, <=50K
48, Craft-repair, Male, >50K
36, Craft-repair, Male, >50K
42, Prof-specialty, Male, <=50K
41, Prof-specialty, Male, >50K
45, Sales, Female, <=50K
52, Craft-repair, Male, <=50K
22, Prof-specialty, Female, <=50K
20, Machine-op-inspct, Female, <=50K
27, Machine-op-inspct, Male, <=50K
36, Exec-managerial, Male, <=50K
34, Transport-moving, Male, <=50K
38, Prof-specialty, Male, >50K
20, ?, Female, <=50K
47, Sales, Female, <=50K
21, Craft-repair, Male, <=50K
33, Transport-moving, Male, <=50K
31, Protective-serv, Male, <=50K
61, Craft-repair, Male, <=50K
46, Handlers-cleaners, Male, <=50K
55, Prof-specialty, Male, >50K
19, Prof-specialty, Male, <=50K
39, Machine-op-inspct, Male, >50K
61, Other-service, Male, <=50K
28, Handlers-cleaners, Male, <=50K
28, Transport-moving, Male, <=50K
61, ?, Male, >50K
61, Craft-repair, Male, <=50K
54, Sales, Male, <=50K
50, Machine-op-inspct, Male, <=50K
37, Prof-specialty, Female, >50K
17, ?, Female, <=50K
56, Sales, Female, <=50K
31, Exec-managerial, Female, >50K
32, Exec-managerial, Female, >50K
28, Other-service, Female, <=50K
34, Tech-support, Male, <=50K
33, Other-service, Female, <=50K
42, Adm-clerical, Female, <=50K
64, Craft-repair, Male, <=50K
29, Handlers-cleaners, Male, <=50K
41, ?, Male, <=50K
45, Transport-moving, Male, <=50K
48, Prof-specialty, Male, >50K
44, Tech-support, Female, <=50K
34, Adm-clerical, Male, <=50K
40, Machine-op-inspct, Male, <=50K
45, Craft-repair, Male, <=50K
23, Other-service, Female, <=50K
51, Prof-specialty, Male, >50K
24, Craft-repair, Male, <=50K
57, Prof-specialty, Male, >50K
23, Adm-clerical, Female, <=50K
34, Farming-fishing, Male, >50K
36, Machine-op-inspct, Male, <=50K
56, Prof-specialty, Male, >50K
42, Exec-managerial, Female, <=50K
45, Exec-managerial, Male, <=50K
38, Prof-specialty, Male, >50K
29, Protective-serv, Male, >50K
54, Prof-specialty, Male, <=50K
40, Machine-op-inspct, Male, >50K
29, Transport-moving, Male, <=50K
35, Exec-managerial, Male, <=50K
47, Exec-managerial, Female, <=50K
51, Exec-managerial, Female, <=50K
28, Other-service, Male, <=50K
58, Machine-op-inspct, Male, >50K
24, Machine-op-inspct, Female, <=50K
46, Exec-managerial, Male, <=50K
57, Machine-op-inspct, Male, <=50K
22, Handlers-cleaners, Male, <=50K
28, Tech-support, Male, <=50K
17, ?, Male, <=50K
23, Sales, Male, <=50K
19, Handlers-cleaners, Male, <=50K
66, Prof-specialty, Female, <=50K
38, Exec-managerial, Male, <=50K
39, Exec-managerial, Female, <=50K
39, ?, Male, <=50K
47, Machine-op-inspct, Male, >50K
39, Transport-moving, Male, <=50K
22, Transport-moving, Male, <=50K
36, Craft-repair, Male, <=50K
32, Machine-op-inspct, Male, <=50K
29, ?, Male, <=50K
43, Prof-specialty, Male, <=50K
51, Craft-repair, Male, <=50K
42, Craft-repair, Male, <=50K
32, Adm-clerical, Female, <=50K
34, Adm-clerical, Male, <=50K
51, Craft-repair, Male, <=50K
38, Sales, Male, <=50K
21, Handlers-cleaners, Male, <=50K
33, Other-service, Female, <=50K
34, Craft-repair, Male, <=50K
32, Exec-managerial, Male, <=50K
38, ?, Male, <=50K
27, Other-service, Male, >50K
35, Sales, Male, >50K
29, Prof-specialty, Male, <=50K
40, Craft-repair, Male, <=50K
46, Farming-fishing, Male, <=50K
37, Other-service, Female, <=50K
38, Craft-repair, Male, <=50K
37, Exec-managerial, Male, >50K
44, Prof-specialty, Male, >50K
25, Prof-specialty, Male, <=50K
38, Sales, Male, <=50K
34, Adm-clerical, Female, <=50K
50, Sales, Male, >50K
46, Exec-managerial, Male, >50K
20, Handlers-cleaners, Male, <=50K
47, Exec-managerial, Male, >50K
46, Prof-specialty, Male, >50K
34, Sales, Male, <=50K
61, Transport-moving, Male, <=50K
55, Prof-specialty, Female, <=50K
36, Transport-moving, Male, <=50K
28, Exec-managerial, Female, >50K
22, Other-service, Male, <=50K
34, Sales, Female, <=50K
33, Machine-op-inspct, Male, <=50K
27, Other-service, Female, <=50K
43, Handlers-cleaners, Male, <=50K
55, Craft-repair, Male, >50K
39, Other-service, Female, <=50K
20, Other-service, Male, <=50K
38, Handlers-cleaners, Male, <=50K
30, Craft-repair, Male, <=50K
21, Other-service, Male, <=50K
60, Prof-specialty, Male, <=50K
43, Handlers-cleaners, Male, <=50K
36, Craft-repair, Male, >50K
23, Other-service, Female, <=50K
57, Handlers-cleaners, Male, >50K
25, Handlers-cleaners, Male, <=50K
38, Other-service, Female, <=50K
22, Craft-repair, Male, <=50K
23, Craft-repair, Male, <=50K
61, Sales, Female, <=50K
28, Craft-repair, Male, <=50K
17, ?, Female, <=50K
21, Other-service, Female, <=50K
49, Prof-specialty, Male, <=50K
37, Craft-repair, Male, <=50K
23, Other-service, Female, <=50K
38, Prof-specialty, Male, <=50K
34, Prof-specialty, Female, >50K
21, Machine-op-inspct, Female, <=50K
27, Exec-managerial, Male, >50K
57, Craft-repair, Male, >50K
22, Handlers-cleaners, Male, <=50K
20, Adm-clerical, Female, <=50K
49, Prof-specialty, Female, >50K
38, Craft-repair, Male, <=50K
40, Tech-support, Male, <=50K
44, Craft-repair, Male, <=50K
37, Adm-clerical, Female, <=50K
57, Prof-specialty, Male, <=50K
56, Other-service, Female, <=50K
41, Prof-specialty, Male, <=50K
50, Other-service, Male, <=50K
33, Machine-op-inspct, Male, <=50K
29, Sales, Male, <=50K
28, Exec-managerial, Male, >50K
35, Machine-op-inspct, Male, <=50K
36, Craft-repair, Male, <=50K
45, Prof-specialty, Female, >50K
30, Craft-repair, Male, <=50K
35, Other-service, Male, <=50K
27, Sales, Male, <=50K
22, Exec-managerial, Male, <=50K
24, Handlers-cleaners, Male, <=50K
47, Prof-specialty, Male, >50K
47, Exec-managerial, Male, >50K
18, Other-service, Female, <=50K
18, Adm-clerical, Male, <=50K
31, Protective-serv, Male, >50K
43, Other-service, Female, <=50K
45, Transport-moving, Male, <=50K
39, Transport-moving, Male, <=50K
30, Adm-clerical, Male, <=50K
22, Adm-clerical, Female, <=50K
30, Farming-fishing, Male, <=50K
36, Prof-specialty, Male, >50K
20, Prof-specialty, Male, <=50K
61, ?, Male, <=50K
27, Transport-moving, Male, <=50K
59, Exec-managerial, Male, >50K
60, Craft-repair, Male, <=50K
43, Exec-managerial, Female, <=50K
35, Transport-moving, Male, <=50K
40, Adm-clerical, Male, >50K
20, Handlers-cleaners, Male, <=50K
47, Exec-managerial, Male, <=50K
40, Prof-specialty, Male, <=50K
20, Machine-op-inspct, Male, <=50K
75, ?, Male, <=50K
25, Adm-clerical, Female, <=50K
47, Prof-specialty, Male, >50K
29, Sales, Female, >50K
34, Transport-moving, Male, <=50K
45, Prof-specialty, Female, <=50K
23, Handlers-cleaners, Male, <=50K
46, Adm-clerical, Female, <=50K
41, Machine-op-inspct, Female, <=50K
29, Prof-specialty, Male, >50K
17, Handlers-cleaners, Male, <=50K
39, Craft-repair, Male, <=50K
37, Machine-op-inspct, Female, <=50K
34, Machine-op-inspct, Male, <=50K
20, Craft-repair, Male, <=50K
18, ?, Female, <=50K
52, Craft-repair, Male, >50K
42, Prof-specialty, Female, <=50K
22, Craft-repair, Male, <=50K
66, Exec-managerial, Female, <=50K
35, Transport-moving, Male, <=50K
40, Prof-specialty, Male, >50K
21, Sales, Female, <=50K
51, Protective-serv, Male, <=50K
34, Craft-repair, Male, <=50K
24, Craft-repair, Male, <=50K
43, Adm-clerical, Female, <=50K
34, Exec-managerial, Female, >50K
42, Prof-specialty, Female, <=50K
41, Craft-repair, Male, <=50K
21, Transport-moving, Female, <=50K
64, Protective-serv, Male, <=50K
24, Adm-clerical, Female, <=50K
23, Handlers-cleaners, Male, <=50K
29, Sales, Male, <=50K
44, Exec-managerial, Female, <=50K
28, Prof-specialty, Male, <=50K
33, Sales, Male, >50K
35, Craft-repair, Male, <=50K
41, Craft-repair, Female, <=50K
42, Sales, Male, >50K
51, Exec-managerial, Male, >50K
32, Other-service, Female, <=50K
37, Craft-repair, Male, <=50K
18, Sales, Female, <=50K
24, Other-service, Female, <=50K
29, ?, Female, <=50K
45, Adm-clerical, Male, <=50K
52, Exec-managerial, Male, >50K
35, Other-service, Female, <=50K
46, Exec-managerial, Female, <=50K
63, Exec-managerial, Male, >50K
32, Prof-specialty, Female, >50K
24, Other-service, Female, <=50K
72, ?, Male, <=50K
35, ?, Male, <=50K
29, Adm-clerical, Female, <=50K
35, Exec-managerial, Male, >50K
70, Handlers-cleaners, Male, <=50K
65, ?, Male, >50K
36, Machine-op-inspct, Female, <=50K
53, Other-service, Male, >50K
49, Transport-moving, Male, <=50K
60, Exec-managerial, Male, >50K
18, Handlers-cleaners, Male, <=50K
21, Other-service, Male, <=50K
42, Transport-moving, Male, <=50K
25, Prof-specialty, Female, <=50K
32, Craft-repair, Male, <=50K
25, Sales, Male, <=50K
47, Adm-clerical, Male, >50K
30, Prof-specialty, Female, <=50K
21, ?, Female, <=50K
38, Farming-fishing, Male, <=50K
34, Transport-moving, Male, <=50K
37, Other-service, Female, <=50K
56, Exec-managerial, Female, >50K
52, Exec-managerial, Male, <=50K
23, Prof-specialty, Male, <=50K
29, Protective-serv, Male, <=50K
45, Craft-repair, Male, >50K
23, Prof-specialty, Female, <=50K
45, Exec-managerial, Male, >50K
30, Exec-managerial, Male, <=50K
45, Sales, Male, <=50K
26, Machine-op-inspct, Male, <=50K
23, Machine-op-inspct, Male, <=50K
24, Other-service, Female, <=50K
43, Exec-managerial, Male, >50K
42, Handlers-cleaners, Male, <=50K
72, Adm-clerical, Female, <=50K
21, ?, Female, <=50K
57, Exec-managerial, Male, >50K
24, Sales, Male, <=50K
27, Handlers-cleaners, Male, <=50K
54, Sales, Male, <=50K
42, Exec-managerial, Male, >50K
17, Other-service, Male, <=50K
48, Exec-managerial, Male, >50K
39, Sales, Female, <=50K
41, Exec-managerial, Male, >50K
50, Other-service, Female, <=50K
57, Transport-moving, Male, <=50K
44, Prof-specialty, Male, >50K
20, ?, Female, <=50K
49, Sales, Male, <=50K
44, Prof-specialty, Female, <=50K
42, Craft-repair, Male, <=50K
18, ?, Male, <=50K
18, Other-service, Male, <=50K
51, Tech-support, Female, <=50K
28, Prof-specialty, Female, <=50K
39, Exec-managerial, Female, >50K
25, Sales, Male, <=50K
41, Prof-specialty, Male, >50K
39, Sales, Male, >50K
42, Other-service, Female, <=50K
33, Adm-clerical, Female, <=50K
63, ?, Male, <=50K
47, Sales, Female, >50K
27, Protective-serv, Male, <=50K
39, Exec-managerial, Male, >50K
20, Farming-fishing, Male, <=50K
49, Other-service, Female, <=50K
70, ?, Male, <=50K
46, Handlers-cleaners, Male, <=50K
47, Sales, Male, >50K
35, Craft-repair, Male, <=50K
